"CUSTOMER_CODE","FIRSTNAME","LASTNAME"
"CUST0000047378","Daniel","Buikema"
"CUST0000047379","Melva","Bishop"
"CUST0000047380","Daniel","Borges"
"CUST0000047381","Christine","Cline"
"CUST0000047382","Una","Janecka"
"CUST0000047383","Leah","Scanlon"
"CUST0000047384","Marco","Crowley"
"CUST0000047385","Sylvia","Tedder"
"CUST0000047386","Terry","Miller"
"CUST0000047387","John","Morales"
"CUST0000047388","Anne","Mai"
"CUST0000047389","Carl","Myers"
"CUST0000047390","Michael","Rosenbaum"
"CUST0000047391","Ricardo","Woods"
"CUST0000047392","Leslie","Silva"
"CUST0000047393","Thomas","Atkeson"
"CUST0000047394","Elaine","Landis"
"CUST0000047395","Erwin","Hemphill"
"CUST0000047396","Carol","Schmidt"
"CUST0000047397","Edgar","Estes"
"CUST0000047398","Edward","Butler"
"CUST0000047399","Tricia","Saeteun"
"CUST0000047400","Mary","Mariani"
"CUST0000047401","Steven","Davis"
"CUST0000047402","Kenny","Thomas"
"CUST0000047403","Hana","Voves"
"CUST0000047404","Janey","Sweet"
"CUST0000047405","Robert","Chandler"
"CUST0000047406","Donald","Cox"
"CUST0000047407","Carol","Simpson"
"CUST0000047408","Stella","Fryer"
"CUST0000047409","Craig","Burkhardt"
"CUST0000047410","Deborah","Page"
"CUST0000047411","Dorothy","Chandler"
"CUST0000047412","Gail","Hall"
"CUST0000047413","Tamra","Williams"
"CUST0000047414","Dana","Sander"
"CUST0000047415","Michelle","Pew"
"CUST0000047416","Nichole","May"
"CUST0000047417","Miranda","Locorriere"
"CUST0000047418","Alice","Jernigan"
"CUST0000047419","Francis","Schnoor"
"CUST0000047420","Barry","Barrett"
"CUST0000047421","Tommy","Floyd"
"CUST0000047422","Ryan","Rogers"
"CUST0000047423","Barbara","Mays"
"CUST0000047424","Glenn","Bludworth"
"CUST0000047425","Elizabeth","Stewart"
"CUST0000047426","Elaine","Dill"
"CUST0000047427","Florence","Sills"
"CUST0000047428","Louis","Kavanagh"
"CUST0000047429","Donnell","Christian"
"CUST0000047430","Sarah","Pearson"
"CUST0000047431","Jane","Magan"
"CUST0000047432","Nancy","Mendez"
"CUST0000047433","Catherine","Clark"
"CUST0000047434","Andrea","Garrison"
"CUST0000047435","Margaret","Pegg"
"CUST0000047436","Sidney","Stonebraker"
"CUST0000047437","Brenda","Crandall"
"CUST0000047438","Karl","Fallon"
"CUST0000047439","Michael","Wood"
"CUST0000047440","Charlene","Cargile"
"CUST0000047441","Rex","Piper"
"CUST0000047442","Timmy","Mccullar"
"CUST0000047443","George","Farr"
"CUST0000047444","John","Vosmus"
"CUST0000047445","Zachary","Sagraves"
"CUST0000047446","William","Wong"
"CUST0000047447","Michael","Coulston"
"CUST0000047448","Nancy","Humiston"
"CUST0000047449","Lynn","Modzelewski"
"CUST0000047450","Rodney","Haygood"
"CUST0000047451","Daniel","Peachey"
"CUST0000047452","Janet","Mccaslin"
"CUST0000047453","Marie","Fedezko"
"CUST0000047454","Lisa","Paden"
"CUST0000047455","Estelle","Abrams"
"CUST0000047456","Carolyn","Denham"
"CUST0000047457","Karen","Mead"
"CUST0000047458","Norman","Bush"
"CUST0000047459","Myrtle","Buffin"
"CUST0000047460","Carolyn","Parker"
"CUST0000047461","Mary","Shepherd"
"CUST0000047462","Jon","Culverhouse"
"CUST0000047463","Michael","Slaubaugh"
"CUST0000047464","Alice","Oconner"
"CUST0000047465","Alice","Ochoa"
"CUST0000047466","Carol","Fitzgibbon"
"CUST0000047467","Jessica","Oneal"
"CUST0000047468","Jim","Selby"
"CUST0000047469","Maurice","Friedrich"
"CUST0000047470","James","Sanders"
"CUST0000047471","Elizabeth","Mills"
"CUST0000047472","George","Shaw"
"CUST0000047473","Eric","Chalifoux"
"CUST0000047474","Joseph","Bott"
"CUST0000047475","Angela","Causey"
"CUST0000047476","Eleanore","Garza"
"CUST0000047477","John","Thomson"
"CUST0000047478","Francisco","Wilson"
"CUST0000047479","Claude","Sanborn"
"CUST0000047480","Charles","Cunningham"
"CUST0000047481","Douglas","Dickerson"
"CUST0000047482","Anne","Pogozelski"
"CUST0000047483","Phil","Williams"
"CUST0000047484","Betty","Syrett"
"CUST0000047485","Toni","Godoy"
"CUST0000047486","Mary","Mason"
"CUST0000047487","Bryce","Lesser"
"CUST0000047488","Bernadette","Hutcherson"
"CUST0000047489","Ray","Cooper"
"CUST0000047490","Suzanne","Nelson"
"CUST0000047491","Melissa","Lautman"
"CUST0000047492","Kyle","Gaines"
"CUST0000047493","Doris","Munoz"
"CUST0000047494","Thomas","Waller"
"CUST0000047495","Robert","Blake"
"CUST0000047496","Barry","Pratt"
"CUST0000047497","Jessica","Billingsley"
"CUST0000047498","Michael","Jones"
"CUST0000047499","John","Porter"
"CUST0000047500","Michael","Carlisle"
"CUST0000047501","Douglas","Tolentino"
"CUST0000047502","Alyson","Usher"
"CUST0000047503","Kathryn","Moore"
"CUST0000047504","Shirley","Oppenheim"
"CUST0000047505","Beverly","Palmer"
"CUST0000047506","Arthur","Cross"
"CUST0000047507","James","Coates"
"CUST0000047508","Albert","Hannah"
"CUST0000047509","Evelyn","Mccurdy"
"CUST0000047510","Wendy","Martin"
"CUST0000047511","Monica","Mccarty"
"CUST0000047512","Ronald","Paskett"
"CUST0000047513","Joyce","Perry"
"CUST0000047514","Elias","Andrews"
"CUST0000047515","Douglas","Roush"
"CUST0000047516","Amy","Jordan"
"CUST0000047517","Robert","Sundquist"
"CUST0000047518","Nancy","Harris"
"CUST0000047519","Ronald","Savoie"
"CUST0000047520","Ashley","Turner"
"CUST0000047521","Timothy","Nevins"
"CUST0000047522","Lori","Watkins"
"CUST0000047523","Doris","Cullins"
"CUST0000047524","Eugene","Tyler"
"CUST0000047525","Santina","Moore"
"CUST0000047526","Rodney","Paul"
"CUST0000047527","Dino","Campbell"
"CUST0000047528","Heather","Quintero"
"CUST0000047529","Jennifer","Cardiel"
"CUST0000047530","Bobby","Chisler"
"CUST0000047531","Dolores","Zimmerman"
"CUST0000047532","Elaine","Halpern"
"CUST0000047533","Ann","Cannon"
"CUST0000047534","Cynthia","Rhine"
"CUST0000047535","Joe","Hernandez"
"CUST0000047536","Joyce","Smith"
"CUST0000047537","Paul","Presnall"
"CUST0000047538","Edith","Sparks"
"CUST0000047539","Tyrone","House"
"CUST0000047540","Raymond","Lothrop"
"CUST0000047541","Michael","Acevedo"
"CUST0000047542","Lorraine","Gist"
"CUST0000047543","Sandra","Mccormick"
"CUST0000047544","Andrea","Blood"
"CUST0000047545","Terry","Lynch"
"CUST0000047546","Thelma","Ridley"
"CUST0000047547","Ruby","Ensing"
"CUST0000047548","Teresa","Whitaker"
"CUST0000047549","Clayton","Kidd"
"CUST0000047550","Huong","Martinez"
"CUST0000047551","Charles","Mccarley"
"CUST0000047552","David","Steele"
"CUST0000047553","Duane","Binion"
"CUST0000047554","Robert","Kaczor"
"CUST0000047555","Stephen","Gamble"
"CUST0000047556","Dolores","Craig"
"CUST0000047557","Shera","Sayre"
"CUST0000047558","Neil","Stacy"
"CUST0000047559","Scott","Collins"
"CUST0000047560","Danny","Buffey"
"CUST0000047561","Russell","Buchanan"
"CUST0000047562","John","Rivera"
"CUST0000047563","Frances","Mancini"
"CUST0000047564","Barb","Langner"
"CUST0000047565","Elizabeth","Johnson"
"CUST0000047566","Brigitte","Parker"
"CUST0000047567","Stephen","Young"
"CUST0000047568","Evelyn","Handley"
"CUST0000047569","Dorothy","Marker"
"CUST0000047570","Idella","Kratz"
"CUST0000047571","Raymond","Flores"
"CUST0000047572","Martin","Wright"
"CUST0000047573","Christopher","Dininno"
"CUST0000047574","Lenora","Lee"
"CUST0000047575","Tyler","Whitfield"
"CUST0000047576","Kendall","Numbers"
"CUST0000047577","Robert","Flynt"
"CUST0000047578","Michael","Robertson"
"CUST0000047579","Eddie","Dougherty"
"CUST0000047580","Carolina","Hampton"
"CUST0000047581","Benjamin","Vincent"
"CUST0000047582","Soledad","Taylor"
"CUST0000047583","Rudy","Smith"
"CUST0000047584","Paul","Puga"
"CUST0000047585","Kirk","Powers"
"CUST0000047586","Jeannette","Ballard"
"CUST0000047587","Andrea","Nichols"
"CUST0000047588","Edward","Myles"
"CUST0000047589","Mary","Jacobo"
"CUST0000047590","Jeffery","Chao"
"CUST0000047591","Joseph","Rivera"
"CUST0000047592","Walter","Lopez"
"CUST0000047593","Frederick","Hamilton"
"CUST0000047594","Isaac","Prichard"
"CUST0000047595","Gloria","Ellis"
"CUST0000047596","Rex","Andrews"
"CUST0000047597","Eric","Willett"
"CUST0000047598","Sandra","Morrison"
"CUST0000047599","Kathleen","Jernigan"
"CUST0000047600","Savannah","Moreno"
"CUST0000047601","Richard","Pierce"
"CUST0000047602","Pedro","Colvin"
"CUST0000047603","Anita","Beyer"
"CUST0000047604","Terry","Radtke"
"CUST0000047605","Brendan","Ruppert"
"CUST0000047606","Gretchen","Smith"
"CUST0000047607","Rosario","Vaughan"
"CUST0000047608","Gloria","Mercado"
"CUST0000047609","Reva","Petrash"
"CUST0000047610","Lora","Paul"
"CUST0000047611","Ronald","Richardson"
"CUST0000047612","Jo","Barber"
"CUST0000047613","Barbara","Gallagher"
"CUST0000047614","Judy","Smith"
"CUST0000047615","Kenneth","Pearson"
"CUST0000047616","Chad","Underwood"
"CUST0000047617","William","Padilla"
"CUST0000047618","Clyde","Cody"
"CUST0000047619","Scott","Silverstein"
"CUST0000047620","Kathleen","Fernandez"
"CUST0000047621","Heather","Kellogg"
"CUST0000047622","Luther","Bach"
"CUST0000047623","Andrew","Giampietro"
"CUST0000047624","Ernest","Ferreira"
"CUST0000047625","Brandy","Quigley"
"CUST0000047626","Larry","Hull"
"CUST0000047627","Marc","Kirkwood"
"CUST0000047628","Adrian","Malpass"
"CUST0000047629","Robert","Reimer"
"CUST0000047630","Anthony","Coon"
"CUST0000047631","Jacob","Burch"
"CUST0000047632","Jennifer","Batiz"
"CUST0000047633","Elizabeth","Case"
"CUST0000047634","Gerald","Morrical"
"CUST0000047635","Stephen","Hong"
"CUST0000047636","Summer","West"
"CUST0000047637","Donna","Jesse"
"CUST0000047638","Patrick","Shaw"
"CUST0000047639","Agnes","Kelly"
"CUST0000047640","Jim","Wyckoff"
"CUST0000047641","Pam","Willett"
"CUST0000047642","Mildred","Spaid"
"CUST0000047643","Charlotte","Mulchrone"
"CUST0000047644","Eunice","Malone"
"CUST0000047645","Mary","Williams"
"CUST0000047646","Travis","Mckinley"
"CUST0000047647","Ronald","Seman"
"CUST0000047648","James","Holmes"
"CUST0000047649","Michelle","Lee"
"CUST0000047650","Rick","Bloomgren"
"CUST0000047651","Kelly","Poe"
"CUST0000047652","Jessica","Nelson"
"CUST0000047653","Jane","Martz"
"CUST0000047654","Patricia","Short"
"CUST0000047655","Archie","Daniel"
"CUST0000047656","Julio","Speer"
"CUST0000047657","Matthew","Cannon"
"CUST0000047658","Bruce","Wesley"
"CUST0000047659","Clarence","Camille"
"CUST0000047660","Jessica","Lattimore"
"CUST0000047661","Virginia","Oaks"
"CUST0000047662","Lawrence","Mulligan"
"CUST0000047663","Matthew","Estes"
"CUST0000047664","James","Watkins"
"CUST0000047665","Russel","Cathcart"
"CUST0000047666","Patricia","Gamble"
"CUST0000047667","Mary","Lara"
"CUST0000047668","Jack","Bradish"
"CUST0000047669","Robert","Davis"
"CUST0000047670","Michelle","Cleghorn"
"CUST0000047671","Thomas","Rady"
"CUST0000047672","Fred","Easley"
"CUST0000047673","Bonita","Gerald"
"CUST0000047674","Agustin","Pitts"
"CUST0000047675","Kai","Bayas"
"CUST0000047676","Ricky","Cohn"
"CUST0000047677","Jeanette","Badanguio"
"CUST0000047678","Dorothy","Novak"
"CUST0000047679","James","Cowart"
"CUST0000047680","Lisa","Michaud"
"CUST0000047681","Darrell","Gibson"
"CUST0000047682","Michael","Mata"
"CUST0000047683","Dennis","Kennan"
"CUST0000047684","Edward","Mueller"
"CUST0000047685","Andy","Brown"
"CUST0000047686","Rachel","Mclean"
"CUST0000047687","Una","Kuszynski"
"CUST0000047688","Ann","Marenco"
"CUST0000047689","Thomas","Williams"
"CUST0000047690","Belinda","Aldrich"
"CUST0000047691","Christine","Whelan"
"CUST0000047692","Norberto","Morales"
"CUST0000047693","Elois","Sundt"
"CUST0000047694","Bennie","Green"
"CUST0000047695","Barbara","Tart"
"CUST0000047696","Emma","Miller"
"CUST0000047697","James","Rachel"
"CUST0000047698","Melvin","Walker"
"CUST0000047699","Mae","Morales"
"CUST0000047700","Dena","Soto"
"CUST0000047701","Dorothy","Cuadrado"
"CUST0000047702","Patricia","Zemlicka"
"CUST0000047703","Michael","Milligan"
"CUST0000047704","Elaine","Snyder"
"CUST0000047705","Alexis","Rochester"
"CUST0000047706","Richelle","Garcia"
"CUST0000047707","Debra","Terhune"
"CUST0000047708","Carole","Mclaughlin"
"CUST0000047709","Ana","Hudock"
"CUST0000047710","Gina","Distaffen"
"CUST0000047711","Ruth","Rife"
"CUST0000047712","Nathan","Parisi"
"CUST0000047713","Isaac","Phillips"
"CUST0000047714","Melissa","Small"
"CUST0000047715","David","Corrales"
"CUST0000047716","Nancy","Carter"
"CUST0000047717","Phyllis","Hernandez"
"CUST0000047718","Jerry","Gabaldon"
"CUST0000047719","Emily","Gardin"
"CUST0000047720","Joseph","Steiger"
"CUST0000047721","Craig","Clark"
"CUST0000047722","Katrina","Chavez"
"CUST0000047723","Eric","Lipner"
"CUST0000047724","Joseph","Senecal"
"CUST0000047725","Frederica","Stitt"
"CUST0000047726","Richard","Bryant"
"CUST0000047727","William","Newman"
"CUST0000047728","Mary","Moore"
"CUST0000047729","Walter","Eikenberry"
"CUST0000047730","Sylvia","Wilford"
"CUST0000047731","Mark","Bennett"
"CUST0000047732","Jacquelyn","Rondeau"
"CUST0000047733","Marian","Bailey"
"CUST0000047734","Linda","Clement"
"CUST0000047735","Louella","Enge"
"CUST0000047736","Mildred","Martin"
"CUST0000047737","Joseph","Morris"
"CUST0000047738","Crystal","Wiltfong"
"CUST0000047739","Terry","Pushaw"
"CUST0000047740","Vicky","Zimmerman"
"CUST0000047741","Larry","Johnson"
"CUST0000047742","Robert","Kirk"
"CUST0000047743","Jean","Reed"
"CUST0000047744","Beth","Newhall"
"CUST0000047745","Richard","Cole"
"CUST0000047746","Dawn","Quinn"
"CUST0000047747","Paul","Hodges"
"CUST0000047748","Toni","Crippen"
"CUST0000047749","Jerome","Bryant"
"CUST0000047750","Martha","Stone"
"CUST0000047751","Annie","Anderson"
"CUST0000047752","Alberto","Epperson"
"CUST0000047753","Jackie","Jennings"
"CUST0000047754","Teresa","Perez"
"CUST0000047755","Douglas","Hoag"
"CUST0000047756","Amber","Leadbetter"
"CUST0000047757","James","Gebhardt"
"CUST0000047758","Lou","Torres"
"CUST0000047759","Dalton","Johnson"
"CUST0000047760","Stephen","Stever"
"CUST0000047761","Kathryn","Crowell"
"CUST0000047762","Geraldine","Little"
"CUST0000047763","Rosie","Desir"
"CUST0000047764","Joan","Jones"
"CUST0000047765","Thomas","Torres"
"CUST0000047766","Corey","Brewer"
"CUST0000047767","Meghan","Rogers"
"CUST0000047768","Rodney","Lund"
"CUST0000047769","Teresa","Dana"
"CUST0000047770","Collin","Tewell"
"CUST0000047771","Bernard","Coleman"
"CUST0000047772","Daryl","Cota"
"CUST0000047773","Patricia","Baird"
"CUST0000047774","Andrea","Davis"
"CUST0000047775","David","Meyer"
"CUST0000047776","Daniel","Plummer"
"CUST0000047777","Kimberly","Gallagher"
"CUST0000047778","Kathleen","Brown"
"CUST0000047779","Reginald","Sanders"
"CUST0000047780","Charles","Delacruz"
"CUST0000047781","Lena","Giles"
"CUST0000047782","Charles","Lowe"
"CUST0000047783","David","Thomas"
"CUST0000047784","Roger","Eagleton"
"CUST0000047785","Stephen","Adams"
"CUST0000047786","Joyce","Jenkins"
"CUST0000047787","Grace","Garon"
"CUST0000047788","Myrtle","Strickland"
"CUST0000047789","Alice","Cain"
"CUST0000047790","Pearl","Council"
"CUST0000047791","Cassie","Fix"
"CUST0000047792","Peter","Hayes"
"CUST0000047793","Charles","Taylor"
"CUST0000047794","Sonia","Jones"
"CUST0000047795","Michelle","Patel"
"CUST0000047796","Odette","Brown"
"CUST0000047797","Thomas","Carter"
"CUST0000047798","Danny","Pennington"
"CUST0000047799","Barbara","Lassiter"
"CUST0000047800","Kay","Grable"
"CUST0000047801","Scott","Szymczak"
"CUST0000047802","Michael","Barfield"
"CUST0000047803","Pearl","Rodriguez"
"CUST0000047804","Leonard","Hudson"
"CUST0000047805","Daniel","Adams"
"CUST0000047806","Gladys","Haskins"
"CUST0000047807","Hugh","Pierrot"
"CUST0000047808","George","Gotch"
"CUST0000047809","Bette","Wells"
"CUST0000047810","Ramon","Roberts"
"CUST0000047811","Sam","Mcwayne"
"CUST0000047812","John","Greenfeld"
"CUST0000047813","Lisa","West"
"CUST0000047814","James","Wright"
"CUST0000047815","Brenda","Rogers"
"CUST0000047816","Donald","Valenzuela"
"CUST0000047817","Alfonso","Hancock"
"CUST0000047818","Nancy","Hotaling"
"CUST0000047819","Russell","Willson"
"CUST0000047820","Larry","Tolley"
"CUST0000047821","Lisa","Bateman"
"CUST0000047822","Theresa","Prentiss"
"CUST0000047823","Michael","Karathanasis"
"CUST0000047824","Marion","Campbell"
"CUST0000047825","Jason","Becker"
"CUST0000047826","Lisa","Scarce"
"CUST0000047827","Bradley","Porterfield"
"CUST0000047828","Peter","Pruett"
"CUST0000047829","Maria","Neault"
"CUST0000047830","Chad","Hill"
"CUST0000047831","Mona","Baez"
"CUST0000047832","Ronald","Stennett"
"CUST0000047833","Pamela","Cousins"
"CUST0000047834","Randall","Torres"
"CUST0000047835","Ronald","Hauff"
"CUST0000047836","Janice","Hill"
"CUST0000047837","Carl","Pitts"
"CUST0000047838","Jose","King"
"CUST0000047839","Emile","Nichols"
"CUST0000047840","Charles","Garcia"
"CUST0000047841","Melissa","Curtis"
"CUST0000047842","Theresa","Chacon"
"CUST0000047843","Andrea","Hardy"
"CUST0000047844","Jonathan","Yentsch"
"CUST0000047845","Daniel","Zuniga"
"CUST0000047846","Mary","Ward"
"CUST0000047847","Frank","Scudder"
"CUST0000047848","Maurice","Salter"
"CUST0000047849","James","Clark"
"CUST0000047850","Travis","Jones"
"CUST0000047851","Joseph","Ullmann"
"CUST0000047852","Christine","Burges"
"CUST0000047853","Trudie","Fendler"
"CUST0000047854","Jason","Hilliard"
"CUST0000047855","Judy","Swartz"
"CUST0000047856","Robert","Coppa"
"CUST0000047857","Raymond","Bryan"
"CUST0000047858","Diane","Weaver"
"CUST0000047859","Mabel","Delgado"
"CUST0000047860","Ira","Hunt"
"CUST0000047861","Jeannie","Edward"
"CUST0000047862","Jennifer","Dreessen"
"CUST0000047863","Timothy","Calogero"
"CUST0000047864","Bernice","Crofton"
"CUST0000047865","Brian","Berard"
"CUST0000047866","Brenda","Lee"
"CUST0000047867","Hugh","Hodges"
"CUST0000047868","Jessica","Watts"
"CUST0000047869","David","Henderson"
"CUST0000047870","Dori","Stadther"
"CUST0000047871","Curt","Wilson"
"CUST0000047872","Ashley","Taylor"
"CUST0000047873","Kevin","Crow"
"CUST0000047874","Joseph","Cianflone"
"CUST0000047875","David","Wright"
"CUST0000047876","Allen","Thompson"
"CUST0000047877","Carol","Wickings"
"CUST0000047878","Karen","Martin"
"CUST0000047879","Lamont","Danner"
"CUST0000047880","Gwendolyn","Whitcomb"
"CUST0000047881","Robert","Logan"
"CUST0000047882","Linda","Holmes"
"CUST0000047883","Jennifer","Rupp"
"CUST0000047884","Helen","Munoz"
"CUST0000047885","Kenneth","Bowman"
"CUST0000047886","Joanne","Beckett"
"CUST0000047887","Domonique","Parker"
"CUST0000047888","Nellie","Quinn"
"CUST0000047889","Dorothy","Mcnair"
"CUST0000047890","James","Cruz"
"CUST0000047891","Andrew","Goodson"
"CUST0000047892","Sean","Green"
"CUST0000047893","James","Camp"
"CUST0000047894","Mi","Bethel"
"CUST0000047895","Zelma","Franks"
"CUST0000047896","Richard","Phillips"
"CUST0000047897","Laura","Gaucin"
"CUST0000047898","Patricia","Emmerich"
"CUST0000047899","Robert","Anderson"
"CUST0000047900","Ian","Redman"
"CUST0000047901","Jose","Jewell"
"CUST0000047902","Alesha","Sweeney"
"CUST0000047903","Nicholas","Juran"
"CUST0000047904","Dane","Allen"
"CUST0000047905","Andy","Metzner"
"CUST0000047906","Randy","Thompson"
"CUST0000047907","Cortney","Mitchell"
"CUST0000047908","Alexander","Randall"
"CUST0000047909","Barbara","Presswood"
"CUST0000047910","Ruben","Gonzalez"
"CUST0000047911","Samantha","Doyle"
"CUST0000047912","Tamra","Dalke"
"CUST0000047913","Donald","Cuellar"
"CUST0000047914","Laura","Sinclair"
"CUST0000047915","Kathie","Moreira"
"CUST0000047916","Keith","Ivey"
"CUST0000047917","Michele","Wilcox"
"CUST0000047918","Delbert","Shiver"
"CUST0000047919","Brenna","Oliver"
"CUST0000047920","Alan","Millhiser"
"CUST0000047921","Jon","Reinoso"
"CUST0000047922","Kevin","Gayer"
"CUST0000047923","David","Torres"
"CUST0000047924","Ellsworth","Buckley"
"CUST0000047925","Sarah","Hartsfield"
"CUST0000047926","David","Hall"
"CUST0000047927","Eloise","Garcia"
"CUST0000047928","Catherine","Phillips"
"CUST0000047929","Shawn","Rogers"
"CUST0000047930","Willie","Darnstaedt"
"CUST0000047931","Devin","Mays"
"CUST0000047932","William","Williams"
"CUST0000047933","Dominick","Parris"
"CUST0000047934","Paul","Steed"
"CUST0000047935","Frankie","Griffin"
"CUST0000047936","Susan","Robinson"
"CUST0000047937","Patricia","Duarte"
"CUST0000047938","Leslie","Berry"
"CUST0000047939","Kimberly","Kirkwood"
"CUST0000047940","Everett","Blash"
"CUST0000047941","Frances","Mcdaniel"
"CUST0000047942","Marvella","Chancellor"
"CUST0000047943","Elisabeth","Cannon"
"CUST0000047944","Tamesha","Mccord"
"CUST0000047945","Dennis","Jenkins"
"CUST0000047946","Griselda","Lasher"
"CUST0000047947","Diane","Boston"
"CUST0000047948","Marissa","Weal"
"CUST0000047949","David","Rief"
"CUST0000047950","Gina","Suther"
"CUST0000047951","Suzanne","Clyde"
"CUST0000047952","Patricia","Herrin"
"CUST0000047953","William","Phipps"
"CUST0000047954","Lorene","Bell"
"CUST0000047955","Wayne","Kadlec"
"CUST0000047956","Robert","Hanson"
"CUST0000047957","Francesca","Valliere"
"CUST0000047958","Brandon","Schmidt"
"CUST0000047959","Samuel","Phelps"
"CUST0000047960","Robert","Huynh"
"CUST0000047961","Adrienne","Paez"
"CUST0000047962","Leonard","Field"
"CUST0000047963","Michael","Brown"
"CUST0000047964","Peter","Lang"
"CUST0000047965","Charles","Jeffries"
"CUST0000047966","Johnny","Via"
"CUST0000047967","Florence","Marrero"
"CUST0000047968","Kathleen","Haight"
"CUST0000047969","Ana","Pinegar"
"CUST0000047970","Kristen","Bruno"
"CUST0000047971","Ray","Zepeda"
"CUST0000047972","Rebecca","Yates"
"CUST0000047973","Lois","Phillips"
"CUST0000047974","Eliana","Padilla"
"CUST0000047975","Robert","Fritz"
"CUST0000047976","Miguel","Mair"
"CUST0000047977","Richard","Moore"
"CUST0000047978","Lance","Laforce"
"CUST0000047979","Kevin","Patterson"
"CUST0000047980","Cynthia","Jolin"
"CUST0000047981","Krista","Mark"
"CUST0000047982","Melissa","Smith"
"CUST0000047983","Eugene","Craft"
"CUST0000047984","Joan","Duplessis"
"CUST0000047985","Andrea","Rodgers"
"CUST0000047986","Cheryl","Gardner"
"CUST0000047987","Timothy","Lebel"
"CUST0000047988","Stanley","Tomlin"
"CUST0000047989","Barbara","Trimarchi"
"CUST0000047990","Eddie","Murray"
"CUST0000047991","Carol","Bigham"
"CUST0000047992","Wilma","Parrish"
"CUST0000047993","Billie","Winner"
"CUST0000047994","Mark","Simpson"
"CUST0000047995","Geraldine","Moseley"
"CUST0000047996","Raymond","Daniell"
"CUST0000047997","Daniel","Frost"
"CUST0000047998","Victoria","Williams"
"CUST0000047999","Edna","Plessinger"
"CUST0000048000","Sara","Higginson"
"CUST0000048001","Jenna","Richburg"
"CUST0000048002","Elias","Lemaster"
"CUST0000048003","Howard","Puryear"
"CUST0000048004","Forrest","Nishitani"
"CUST0000048005","Joseph","Wilson"
"CUST0000048006","Robert","Johnson"
"CUST0000048007","Chad","Villareal"
"CUST0000048008","Judith","Wible"
"CUST0000048009","Carol","Lamoureux"
"CUST0000048010","Earnestine","Gaccione"
"CUST0000048011","Benjamin","Wood"
"CUST0000048012","Yvonne","Mason"
"CUST0000048013","Herb","Chason"
"CUST0000048014","Justin","Fields"
"CUST0000048015","Michael","Rodriguez"
"CUST0000048016","Cathy","Runion"
"CUST0000048017","Joseph","Lawhorn"
"CUST0000048018","Theresa","Gardner"
"CUST0000048019","Larry","Tate"
"CUST0000048020","Clara","Derry"
"CUST0000048021","Cameron","Huynh"
"CUST0000048022","Teresa","Mitchelle"
"CUST0000048023","Stacy","Whitehead"
"CUST0000048024","Brenda","Ugalde"
"CUST0000048025","Denise","Breuer"
"CUST0000048026","Magdalena","Searing"
"CUST0000048027","Joseph","Greenler"
"CUST0000048028","Jeff","Samantha"
"CUST0000048029","Leona","Davidson"
"CUST0000048030","Jennifer","Brock"
"CUST0000048031","Nancy","Alaniz"
"CUST0000048032","Anton","Leslie"
"CUST0000048033","Nettie","Lyons"
"CUST0000048034","Iva","Hackleman"
"CUST0000048035","Colby","Lassiter"
"CUST0000048036","Robert","Gray"
"CUST0000048037","James","Daniels"
"CUST0000048038","Sarah","Winters"
"CUST0000048039","Sydney","Miller"
"CUST0000048040","Daniele","James"
"CUST0000048041","Samantha","Coomer"
"CUST0000048042","Deborah","Heskett"
"CUST0000048043","Debra","Jones"
"CUST0000048044","Huong","Kiser"
"CUST0000048045","Mark","Otis"
"CUST0000048046","Christel","Sahota"
"CUST0000048047","Manuel","Barr"
"CUST0000048048","Dacia","Douds"
"CUST0000048049","Jordan","Tanenbaum"
"CUST0000048050","Hayley","Rose"
"CUST0000048051","Mary","Stevens"
"CUST0000048052","James","Robertson"
"CUST0000048053","Josephine","Bray"
"CUST0000048054","Shirley","Kofford"
"CUST0000048055","Victoria","Curran"
"CUST0000048056","Mary","Miller"
"CUST0000048057","Marcus","Phillips"
"CUST0000048058","Kimberly","Hanson"
"CUST0000048059","Cory","Lopez"
"CUST0000048060","Christopher","Keefe"
"CUST0000048061","Eddie","Bush"
"CUST0000048062","Cynthia","Ping"
"CUST0000048063","Michael","Thurber"
"CUST0000048064","Mary","Ealy"
"CUST0000048065","Derrick","Major"
"CUST0000048066","Jeanette","Sawyer"
"CUST0000048067","Kevin","George"
"CUST0000048068","George","Broyles"
"CUST0000048069","Dean","Caruso"
"CUST0000048070","Lucy","Robinson"
"CUST0000048071","Richard","Cooper"
"CUST0000048072","Terry","Pushard"
"CUST0000048073","Mary","Todd"
"CUST0000048074","Christopher","Gholson"
"CUST0000048075","Dave","Phillips"
"CUST0000048076","David","Roblez"
"CUST0000048077","Mary","Wynne"
"CUST0000048078","Jose","Lewis"
"CUST0000048079","Laura","Larson"
"CUST0000048080","Barbara","Stanford"
"CUST0000048081","Pamela","Eagle"
"CUST0000048082","Dario","Harrington"
"CUST0000048083","Julian","Glover"
"CUST0000048084","Elizabeth","Prado"
"CUST0000048085","Ernest","Rhodes"
"CUST0000048086","Charlene","Mcgee"
"CUST0000048087","Michael","Reiff"
"CUST0000048088","Jose","Daniels"
"CUST0000048089","Michael","Cole"
"CUST0000048090","Lyle","Short"
"CUST0000048091","Laurence","Kilian"
"CUST0000048092","Dorine","Hawkins"
"CUST0000048093","Laurel","Colbert"
"CUST0000048094","Ila","Sloan"
"CUST0000048095","Cristina","Fairey"
